,City,Country,Date,Latitude,Longitude,Cloudiness (%),Humidity (%),Max Temp (F),Wind Speed (mph)
308,umm durman,,,,,,,,
309,alofi,NU,2020-10-28 00:04:56,-19.06,-169.92,75,69,77.26999999999995,9.8
310,orahovac,XK,2020-10-28 00:09:01,42.4,20.65,90,93,45.266000000000005,0.71
311,tilichiki,RU,2020-10-28 00:09:01,60.47,166.1,5,88,26.564000000000032,4.01
312,nakhon phanom,TH,2020-10-28 00:09:01,17.33,104.42,100,69,85.26199999999996,5.94
313,matagami,CA,2020-10-28 00:09:01,49.75,-77.63,90,92,26.86999999999996,5.1
314,mys shmidta,,,,,,,,
315,phan rang,,,,,,,,
316,hornepayne,CA,2020-10-28 00:09:01,49.21,-84.77,99,92,30.398000000000025,5.58
317,kavaratti,IN,2020-10-28 00:04:28,10.57,72.64,52,74,82.25600000000003,2.98
318,eucaliptus,BO,2020-10-28 00:09:02,-17.58,-67.52,0,44,49.78399999999999,2.51
319,imbituba,BR,2020-10-28 00:07:50,-28.24,-48.67,40,94,68.26999999999995,0.17
320,northam,GB,2020-10-28 00:09:02,51.03,-4.22,81,83,52.26799999999999,4.92
321,weyburn,CA,2020-10-28 00:09:02,49.67,-103.85,67,79,39.272000000000034,4.47
322,naryan-mar,RU,2020-10-28 00:04:58,67.67,53.09,100,97,34.7,5.56
323,hamilton,US,2020-10-28 00:09:02,39.18,-84.53,90,93,49.26199999999996,4.1
324,impfondo,CG,2020-10-28 00:09:02,1.64,18.07,98,97,70.71799999999999,0.45
325,lolua,,,,,,,,
326,hambantota,LK,2020-10-28 00:06:06,6.12,81.12,94,69,84.092,2.54
327,miranorte,,,,,,,,
328,port lincoln,AU,2020-10-28 00:09:03,-34.73,135.87,0,56,66.55999999999997,2.99
329,batticaloa,LK,2020-10-28 00:09:03,7.71,81.69,0,61,84.50600000000003,2.63
330,jaru,BR,2020-10-28 00:09:03,-10.44,-62.47,87,87,75.46999999999997,2.38
331,jatiroto,ID,2020-10-28 00:09:03,-7.88,111.12,79,66,84.23599999999996,2.95
332,karratha,AU,2020-10-28 00:09:03,-20.74,116.85,5,50,83.49800000000002,5.68
333,dmitriyevka,RU,2020-10-28 00:09:04,54.75,55.33,0,92,25.069999999999958,3
334,veraval,IN,2020-10-28 00:09:04,20.9,70.37,0,42,82.70600000000003,2.95
335,sochi,RU,2020-10-28 00:09:04,43.6,39.73,14,66,62.27599999999999,2.66
336,forio,IT,2020-10-28 00:09:04,40.73,13.86,40,72,62.27599999999999,3.1
337,igboho,NG,2020-10-28 00:09:04,8.83,3.75,42,63,70.64600000000004,0.43
338,arlit,NE,2020-10-28 00:09:04,18.74,7.39,2,18,74.40800000000002,4.06
339,praia,CV,2020-10-28 00:09:04,14.92,-23.51,91,88,75.46999999999997,5.7
340,rio grande,BR,2020-10-28 00:09:04,-32.03,-52.1,96,99,62.27599999999999,2.24
341,huaicheng,CN,2020-10-28 00:09:05,23.91,112.19,31,42,86.0,2.89
342,kodiak,US,2020-10-28 00:09:05,57.79,-152.41,90,56,43.06999999999996,3.11
343,port macquarie,AU,2020-10-28 00:15:46,-31.43,152.92,100,80,72.26600000000002,0.89
344,bambous virieux,MU,2020-10-28 00:04:37,-20.34,57.76,14,72,76.26199999999996,1.34
345,nicoya,CR,2020-10-28 00:09:05,10.15,-85.45,94,92,75.12799999999996,0.86
346,tilsonburg,,,,,,,,
347,magadi,IN,2020-10-28 00:09:05,12.97,77.23,0,55,80.27599999999998,3.7
348,grand river south east,,,,,,,,
349,davidson,US,2020-10-28 00:09:06,36.15,-86.78,90,88,64.27400000000002,1.9
350,prainha,BR,2020-10-28 00:09:06,-1.8,-53.48,53,67,80.6,1.88
351,kampene,CD,2020-10-28 00:09:06,-3.6,26.67,77,95,67.90999999999998,0.81
352,tasiilaq,GL,2020-10-28 00:09:06,65.61,-37.64,100,34,34.06999999999996,4.1
353,chateauroux,FR,2020-10-28 00:09:06,46.82,1.7,90,93,53.86999999999996,5.7
354,andenes,NO,2020-10-28 00:09:06,69.31,16.12,64,93,35.86999999999996,3.1
355,young,UY,2020-10-28 00:09:06,-32.68,-57.63,0,86,57.272000000000034,0.89
356,meulaboh,ID,2020-10-28 00:08:21,4.14,96.13,80,62,86.28800000000004,0.49
357,pemberton,CA,2020-10-28 00:07:46,50.32,-122.8,100,76,46.274000000000015,0.89
358,saint-pierre,RE,2020-10-28 00:09:07,-21.34,55.48,0,61,77.26999999999995,3.1
359,marsh harbour,BS,2020-10-28 00:05:15,26.54,-77.06,69,80,81.5,5.81
360,mullaitivu,,,,,,,,
361,tubuala,PA,2020-10-28 00:09:07,9.52,-79.03,20,100,78.27799999999996,1.5
362,yumen,CN,2020-10-28 00:09:07,40.28,97.2,23,41,51.38599999999997,3.57
363,alto araguaia,BR,2020-10-28 00:07:23,-17.31,-53.22,7,87,71.86999999999996,1.89
364,norman wells,CA,2020-10-28 00:04:46,65.28,-126.83,75,91,1.669999999999959,0.69
365,san felipe,VE,2020-10-28 00:09:07,10.34,-68.74,45,92,72.46400000000003,0.72
366,topeka,US,2020-10-28 00:05:35,39.05,-95.68,90,74,34.26799999999999,1.48
367,geraldton,AU,2020-10-28 00:09:08,-28.77,114.6,0,47,75.46999999999997,8.7
368,north platte,US,2020-10-28 00:09:08,41.12,-100.77,1,85,24.277999999999963,1.5
369,souillac,MU,2020-10-28 00:09:08,-20.52,57.52,4,71,77.26999999999995,2.24
370,wynyard,AU,2020-10-28 00:09:08,-41,145.72,78,53,61.26799999999999,4.02
371,tallahassee,US,2020-10-28 00:09:08,30.44,-84.28,40,94,75.46999999999997,3.1
372,chilca,PE,2020-10-28 00:09:08,-12.52,-76.74,20,77,62.86999999999996,5.1
373,aquiraz,BR,2020-10-28 00:05:11,-3.9,-38.39,40,78,80.86999999999996,3.6
374,andahuaylas,PE,2020-10-28 00:09:09,-13.66,-73.39,93,57,54.96799999999999,1.04
375,issa,RU,2020-10-28 00:09:09,53.87,44.86,57,93,31.208000000000006,3.9
376,tukrah,LY,2020-10-28 00:09:07,32.53,20.58,82,66,69.51199999999996,4.12
377,kalmunai,LK,2020-10-28 00:09:09,7.42,81.82,1,56,86.64800000000002,2.86
378,lai,TD,2020-10-28 00:09:09,9.4,16.3,0,45,72.78800000000004,1.58
379,ishigaki,JP,2020-10-28 00:09:09,24.34,124.16,40,70,84.46999999999997,6.7
380,hervey bay,AU,2020-10-28 00:09:09,-25.3,152.85,21,71,80.27599999999998,2.24
381,sentyabrskiy,,,,,,,,
382,jujuy,,,,,,,,
383,yar-sale,RU,2020-10-28 00:06:07,66.83,70.83,0,92,2.767999999999983,3.23
384,tiznit,MA,2020-10-28 00:09:10,29.58,-9.5,72,54,61.39399999999998,0.41
385,conceicao do araguaia,BR,2020-10-28 00:09:10,-8.26,-49.26,7,79,77.66600000000001,1.47
386,liverpool,GB,2020-10-28 00:09:11,53.41,-2.98,86,87,47.26400000000003,6.7
387,fortuna,US,2020-10-28 00:07:00,40.6,-124.16,1,87,48.469999999999956,3.6
388,ostrovnoy,RU,2020-10-28 00:06:54,68.05,39.51,100,86,42.76400000000003,8.24
389,bay saint louis,US,2020-10-28 00:09:12,30.31,-89.33,90,88,79.06999999999996,5.1
390,samalaeulu,,,,,,,,
391,methoni,GR,2020-10-28 00:09:12,36.82,21.7,75,87,62.27599999999999,4.1
392,kuche,,,,,,,,
393,mugla,TR,2020-10-28 00:09:13,37.23,28.36,0,93,53.86999999999996,2.1
394,lebanon,US,2020-10-28 00:07:39,36.21,-86.29,90,93,62.86999999999996,2.06
395,dongsheng,CN,2020-10-28 00:09:13,39.82,109.98,100,43,44.438000000000045,1.09
396,mahon,ES,2020-10-28 00:09:13,39.89,4.27,0,71,55.66999999999996,1.5
397,kirkcudbright,GB,2020-10-28 00:09:14,54.84,-4.05,92,85,46.274000000000015,2.24
398,shu,KZ,2020-10-28 00:09:14,43.6,73.76,55,91,35.27599999999999,1.89
399,kloulklubed,PW,2020-10-28 00:09:14,7.04,134.26,90,88,80.86999999999996,3.1
400,ullapool,GB,2020-10-28 00:09:14,57.9,-5.16,98,53,41.26999999999996,0.45
401,caohai,CN,2020-10-28 00:09:14,26.87,104.28,100,94,48.811999999999955,2.2
402,hualmay,PE,2020-10-28 00:09:14,-11.1,-77.61,92,88,63.03200000000002,3.32
403,villa corzo,MX,2020-10-28 00:09:14,16.17,-93.25,20,83,73.66999999999996,1.02
404,belyy yar,RU,2020-10-28 00:09:14,53.6,91.39,94,69,32.26999999999996,1
405,pleasanton,US,2020-10-28 00:09:15,37.66,-121.87,1,20,62.86999999999996,1.5
406,bubaque,GW,2020-10-28 00:09:15,11.28,-15.83,14,78,82.47200000000004,4
407,sokolo,ML,2020-10-28 00:09:15,14.73,-6.12,100,17,78.02599999999998,3.23
408,harsewinkel,DE,2020-10-28 00:09:15,51.97,8.23,100,85,53.27599999999999,1.34
409,camopi,GF,2020-10-28 00:09:15,3.17,-52.32,8,93,73.11199999999997,1.1
410,toliary,,,,,,,,
411,trairi,BR,2020-10-28 00:08:12,-3.28,-39.27,100,82,77.88200000000002,3.79
412,montelimar,FR,2020-10-28 00:09:16,44.56,4.75,100,90,49.26199999999996,0.51
413,kruisfontein,ZA,2020-10-28 00:04:39,-34,24.73,45,96,56.26400000000004,2.68
414,karamea,,,,,,,,
415,den helder,NL,2020-10-28 00:06:28,52.96,4.76,90,71,54.266000000000005,6.7
416,sauda,NO,2020-10-28 00:09:16,59.65,6.35,99,74,49.26199999999996,2.24
417,halalo,,,,,,,,
418,touros,BR,2020-10-28 00:04:42,-5.2,-35.46,20,83,77.26999999999995,2.1
419,wawa,NG,2020-10-28 00:09:16,9.9,4.42,90,52,73.66999999999996,0.43
420,dumas,US,2020-10-28 00:04:47,35.87,-101.97,40,86,27.26600000000001,1.64
421,tazovskiy,RU,2020-10-28 00:09:16,67.47,78.7,0,89,-3.2080000000000055,4.02
422,qui nhon,VN,2020-10-28 00:09:17,13.77,109.23,100,81,77.18000000000004,15.86
423,sehithwa,BW,2020-10-28 00:09:17,-20.47,22.72,1,24,76.08200000000002,5.22
424,muyezerskiy,RU,2020-10-28 00:09:17,63.93,31.65,100,97,46.72400000000001,2.06
425,panama city,PA,2020-10-28 00:06:17,8.99,-79.52,33,88,80.86999999999996,2.1
426,gizo,SB,2020-10-28 00:09:17,-8.1,156.84,94,76,85.38800000000005,6.09
427,dudinka,RU,2020-10-28 00:07:54,69.41,86.18,0,84,-3.532000000000018,2.24
428,saryshagan,,,,,,,,
429,pontianak,ID,2020-10-28 00:05:28,-0.03,109.33,61,54,91.09399999999997,1.47
430,tanout,NE,2020-10-28 00:09:17,14.97,8.89,1,19,74.62400000000002,3.68
431,kefalos,GR,2020-10-28 00:09:18,36.75,26.96,20,77,62.86999999999996,1.5
432,chernyshevskiy,RU,2020-10-28 00:09:18,63.01,112.47,92,94,17.185999999999964,1.96
433,haines junction,CA,2020-10-28 00:09:18,60.75,-137.51,96,95,28.832000000000015,0.88
434,saint anthony,US,2020-10-28 00:09:18,45.02,-93.22,90,91,34.06999999999996,5.1
435,churapcha,RU,2020-10-28 00:09:18,62,132.43,100,92,11.803999999999949,1.6
436,odda,NO,2020-10-28 00:09:18,60.07,6.55,94,74,49.26199999999996,2.24
437,bima,ID,2020-10-28 00:09:18,-8.47,118.72,100,53,92.24600000000005,1.85
438,severo-yeniseyskiy,RU,2020-10-28 00:09:19,60.37,93.04,100,98,23.666000000000007,5.23
439,kidal,ML,2020-10-28 00:09:19,18.44,1.41,8,18,75.34399999999997,3.56
440,voh,NC,2020-10-28 00:09:19,-20.97,164.7,91,51,83.96600000000001,2.92
441,manoharpur,IN,2020-10-28 00:09:19,27.3,75.95,0,26,79.06999999999996,1
442,mrirt,,,,,,,,
443,labuhan,ID,2020-10-28 00:09:19,-6.88,112.21,84,58,88.91600000000001,2.86
444,oistins,BB,2020-10-28 00:06:32,13.07,-59.53,40,83,80.86999999999996,7.7
445,dublin,US,2020-10-28 00:06:14,37.7,-121.94,1,20,66.46999999999997,1.5
446,bani,DO,2020-10-28 00:09:19,18.28,-70.33,79,90,77.26999999999995,0.89
447,kefamenanu,ID,2020-10-28 00:09:20,-9.45,124.48,78,46,89.33000000000004,4.01
448,saint-joseph,RE,2020-10-28 00:07:04,-21.37,55.62,0,61,77.26999999999995,3.1
449,portland,US,2020-10-28 00:05:34,45.52,-122.68,1,75,47.26400000000003,0.32
450,kimbe,PG,2020-10-28 00:09:20,-5.55,150.14,44,70,86.80999999999997,2.15
451,beidao,CN,2020-10-28 00:09:20,34.57,105.89,76,56,53.690000000000026,0.42
452,akdepe,TM,2020-10-28 00:09:20,42.06,59.38,0,68,28.66999999999996,2.1
453,ilulissat,GL,2020-10-28 00:06:07,69.22,-51.1,73,72,10.669999999999959,2.1
454,bandarbeyla,SO,2020-10-28 00:09:21,9.49,50.81,5,73,76.96400000000003,1.82
455,alexandria,EG,2020-10-28 00:14:26,31.22,29.96,0,88,64.66999999999996,1
456,guadalupe y calvo,MX,2020-10-28 00:09:21,26.1,-106.97,0,93,40.658,2.07
457,pisco,PE,2020-10-28 00:04:34,-13.7,-76.22,0,82,63.266000000000005,3.6
458,unity,CA,2020-10-28 00:09:21,52.45,-109.17,100,82,38.75,6.59
459,bilibino,RU,2020-10-28 00:07:41,68.05,166.44,100,90,5.7919999999999945,0.69
460,leh,IN,2020-10-28 00:09:21,34.17,77.58,0,48,38.75,1.44
461,husavik,IS,2020-10-28 00:09:21,66.04,-17.34,90,74,37.66999999999996,2.1
462,winchester,GB,2020-10-28 00:05:31,51.07,-1.32,72,87,49.26199999999996,4.1
463,lasa,IT,2020-10-28 00:09:22,46.62,10.7,5,86,40.26199999999996,1.5
464,luau,AO,2020-10-28 00:09:22,-10.71,22.22,99,98,65.642,0.96
465,okhotsk,RU,2020-10-28 00:09:22,59.38,143.3,0,79,33.49399999999997,2.22
466,pauini,BR,2020-10-28 00:09:22,-7.71,-66.98,100,97,72.37400000000002,1.6
467,devils lake,US,2020-10-28 00:09:22,48.11,-98.87,90,80,41.26999999999996,4.6
468,dengfeng,CN,2020-10-28 00:07:23,34.46,113.03,100,99,63.266000000000005,1.63
469,ondorhaan,,,,,,,,
470,west helena,US,2020-10-28 00:09:23,34.55,-90.64,88,100,55.66999999999996,4.1
471,pedasi,PA,2020-10-28 00:09:23,7.53,-80.03,43,85,79.484,3.13
472,aguadilla,PR,2020-10-28 00:09:23,18.43,-67.15,81,83,79.26799999999999,0.89
473,baykit,RU,2020-10-28 00:05:44,61.67,96.37,100,92,16.627999999999965,6.65
474,bur gabo,,,,,,,,
475,satitoa,,,,,,,,
476,urumqi,CN,2020-10-28 00:06:03,43.8,87.6,12,45,44.86999999999996,3
477,rawdon,CA,2020-10-28 00:09:23,46.05,-73.72,51,94,28.27400000000001,0.89
478,tura,IN,2020-10-28 00:04:35,25.52,90.22,0,68,81.85999999999999,1.02
479,koutsouras,GR,2020-10-28 00:09:24,35.03,25.95,26,77,66.27200000000005,0.89
480,asyut,EG,2020-10-28 00:09:24,27.18,31.18,0,88,66.46999999999997,5.1
481,aswan,EG,2020-10-28 00:09:24,24.09,32.91,0,46,74.56999999999996,3.68
482,liberal,US,2020-10-28 00:09:24,37.04,-100.92,90,86,30.46999999999996,1.54
483,tevriz,RU,2020-10-28 00:09:24,57.51,72.4,100,92,19.688000000000045,4.95
484,bhimunipatnam,IN,2020-10-28 00:09:24,17.88,83.43,95,58,82.09399999999997,3.47
485,teguldet,RU,2020-10-28 00:05:03,57.31,88.17,68,77,38.65999999999998,4.54
486,abbeville,FR,2020-10-28 00:05:14,50.1,1.83,81,79,50.26999999999996,6.26
487,hobyo,SO,2020-10-28 00:09:25,5.35,48.53,4,75,80.24000000000002,2.85
488,togur,RU,2020-10-28 00:09:25,58.36,82.83,100,98,31.76600000000001,5.89
489,yima,CN,2020-10-28 00:09:25,34.74,111.88,100,99,63.266000000000005,1.85
490,hay river,CA,2020-10-28 00:09:25,60.82,-115.8,75,79,19.66999999999996,4.6
491,sobolevo,RU,2020-10-28 00:07:32,54.43,31.9,0,87,42.15199999999997,4.5
492,xuddur,SO,2020-10-28 00:07:51,4.12,43.89,94,82,73.45399999999995,4.37
493,tibati,CM,2020-10-28 00:09:25,6.47,12.63,68,73,64.81400000000004,1.41
494,beaufort,MY,2020-10-28 00:09:25,5.35,115.75,20,59,89.86999999999996,1.5
495,lagoa,PT,2020-10-28 00:09:26,39.05,-27.98,100,64,62.438000000000045,2.39
496,pemba,MZ,2020-10-28 00:09:26,-12.97,40.52,34,82,76.02799999999996,1.93
497,tsaratanana,MG,2020-10-28 00:09:26,-16.78,47.65,40,46,79.89800000000002,1.79
498,okoneshnikovo,RU,2020-10-28 00:09:26,54.84,75.08,100,94,26.924000000000014,8.58
499,olden,NO,2020-10-28 00:09:26,61.84,6.81,64,94,33.27799999999996,3.25
500,hihifo,,,,,,,,
501,vila praia de ancora,PT,2020-10-28 00:09:26,41.81,-8.85,20,93,59.26999999999996,1.5
502,sirfa,,,,,,,,
503,nioro,GM,2020-10-28 00:09:27,13.35,-15.75,0,69,72.42799999999997,1.13
504,salama,HN,2020-10-28 00:09:27,14.83,-86.58,100,91,70.934,0.61
505,nelson bay,AU,2020-10-28 00:09:27,-32.72,152.15,75,88,62.86999999999996,5.7
506,galich,RU,2020-10-28 00:09:27,58.38,42.35,96,93,39.36199999999995,4.72
507,makat,KZ,2020-10-28 00:09:27,47.65,53.35,0,84,33.961999999999954,3.26
508,sabha,LY,2020-10-28 00:09:27,27.04,14.43,0,32,62.33000000000004,2.11
509,cabo san lucas,MX,2020-10-28 00:09:27,22.89,-109.91,40,69,73.66999999999996,2.6
510,camacha,PT,2020-10-28 00:09:28,33.08,-16.33,40,77,64.66999999999996,2.6
511,yantal,RU,2020-10-28 00:09:28,56.85,105.25,95,91,33.998000000000026,1.91
512,phan thiet,VN,2020-10-28 00:09:28,10.93,108.1,100,78,81.80600000000004,8.48
513,palabuhanratu,,,,,,,,
514,turukhansk,RU,2020-10-28 00:09:28,65.82,87.98,97,86,6.638000000000044,8.96
515,puerto maldonado,PE,2020-10-28 00:09:28,-12.6,-69.18,99,95,72.98599999999996,0.94
516,ngorongoro,TZ,2020-10-28 00:09:28,-3.24,35.49,73,100,51.70999999999998,3.05
517,yuanping,CN,2020-10-28 00:09:28,38.72,112.76,94,29,56.60600000000003,1.02
518,inuvik,CA,2020-10-28 00:08:47,68.35,-133.72,90,85,10.669999999999959,1
519,port-cartier,CA,2020-10-28 00:09:29,50.03,-66.87,20,85,23.26999999999996,2.1
520,islamkot,PK,2020-10-28 00:09:29,24.7,70.18,0,30,82.72400000000002,1.49
521,alcaniz,ES,2020-10-28 00:09:29,41.05,-0.13,40,72,53.27599999999999,0.89
522,bambanglipuro,ID,2020-10-28 00:09:29,-7.95,110.28,72,68,83.67799999999997,5.52
523,puerto madryn,AR,2020-10-28 00:09:29,-42.77,-65.04,75,34,58.49600000000005,5.75
524,coahuayana,MX,2020-10-28 00:07:27,18.73,-103.68,77,89,78.16999999999996,0.59
525,vanavara,RU,2020-10-28 00:09:29,60.34,102.28,100,91,23.54000000000002,5.74
526,ouro preto do oeste,BR,2020-10-28 00:09:29,-10.75,-62.22,81,84,76.316,2.91
527,muscatine,US,2020-10-28 00:09:30,41.47,-91.13,1,80,30.46999999999996,1.5
528,kelvington,CA,2020-10-28 00:09:30,52.17,-103.53,77,95,34.141999999999996,5.17
529,mogadishu,SO,2020-10-28 00:05:10,2.04,45.34,71,80,80.816,4.34
530,morondava,MG,2020-10-28 00:09:30,-20.28,44.28,0,53,76.90999999999998,1.16
531,severnoye,RU,2020-10-28 00:09:31,56.35,78.36,99,95,25.988000000000046,6.73
532,wana,PK,2020-10-28 00:08:07,32.3,69.57,0,24,64.47200000000004,0.69
533,tenneville,BE,2020-10-28 00:09:31,50.09,5.53,88,61,51.27799999999996,5.19
534,kismayo,SO,2020-10-28 00:09:32,-0.36,42.55,79,79,80.99600000000005,4.74
535,codrington,AU,2020-10-28 00:09:32,-38.27,141.97,72,73,64.25600000000003,2.84
536,eyrarbakki,IS,2020-10-28 00:09:32,63.86,-21.15,0,35,41.26999999999996,4.6
537,kisangani,CD,2020-10-28 00:09:33,0.52,25.2,100,98,70.15999999999998,1.65
538,gobabis,NA,2020-10-28 00:09:33,-22.45,18.97,58,39,70.12400000000002,4.31
539,uvira,CD,2020-10-28 00:09:33,-3.41,29.15,99,63,74.91199999999995,1.88
540,swan river,CA,2020-10-28 00:09:33,52.11,-101.27,96,98,29.785999999999966,2.25
541,nouadhibou,MR,2020-10-28 00:08:29,20.93,-17.03,0,64,73.66999999999996,8.2
542,vao,NC,2020-10-28 00:08:15,-22.67,167.48,67,82,73.45399999999995,8.52
543,yanan,,,,,,,,
544,boa vista,BR,2020-10-28 00:05:58,2.82,-60.67,40,65,82.66999999999996,3.1
545,damietta,EG,2020-10-28 00:09:34,31.42,31.81,0,88,73.66999999999996,3.1
546,laukaa,RU,2020-10-28 00:05:02,58.74,29.85,100,85,53.438000000000045,6.19
547,sioux lookout,CA,2020-10-28 00:06:43,50.1,-91.92,90,86,26.86999999999996,5.7
548,emerald,AU,2020-10-28 00:09:34,-23.53,148.17,28,40,90.26600000000002,5.7
549,quincy,US,2020-10-28 00:06:39,42.25,-71,100,70,48.469999999999956,2.1
550,hibbing,US,2020-10-28 00:09:34,47.43,-92.94,90,73,28.66999999999996,2.6
551,waipawa,NZ,2020-10-28 00:09:35,-41.41,175.52,84,67,65.26400000000004,5.1
552,ambodifototra,,,,,,,,
553,korla,CN,2020-10-28 00:06:10,41.76,86.15,0,40,51.54800000000003,3.27
554,oskemen,KZ,2020-10-28 00:09:35,49.96,82.61,75,51,37.66999999999996,4
555,bathsheba,BB,2020-10-28 00:09:35,13.22,-59.52,40,83,80.86999999999996,7.7
556,alice springs,AU,2020-10-28 00:09:35,-23.7,133.88,0,9,88.06999999999996,4.1
557,rio cuarto,AR,2020-10-28 00:05:54,-33.13,-64.35,98,77,57.272000000000034,1.79
558,kaseda,JP,2020-10-28 00:09:35,31.42,130.32,75,64,71.86999999999996,2.6
559,maldonado,UY,2020-10-28 00:06:27,-34.67,-54.92,90,100,59.26999999999996,5.7
560,hirara,JP,2020-10-28 00:09:36,24.8,125.28,40,69,80.86999999999996,6.2
561,nieves,PH,2020-10-28 00:09:36,15.33,120.95,75,70,88.06999999999996,2.1
562,tshela,CD,2020-10-28 00:09:36,-4.98,12.93,100,91,74.51600000000002,0.73
563,puerto del rosario,ES,2020-10-28 00:09:36,28.5,-13.86,90,64,70.06999999999996,6.2
564,beringovskiy,RU,2020-10-28 00:09:36,63.05,179.32,67,93,27.553999999999952,5.8
565,yunyang,CN,2020-10-28 00:09:36,33.45,112.71,98,33,56.26400000000004,0.89
566,avera,US,2020-10-28 00:09:37,33.19,-82.53,90,100,71.86999999999996,1.5
567,kazalinsk,,,,,,,,
568,margate,GB,2020-10-28 00:09:37,51.38,1.39,83,81,51.27799999999996,1.79
569,zheleznodorozhnyy,RU,2020-10-28 00:09:37,55.75,38,0,100,46.274000000000015,3
570,khoy,IR,2020-10-28 00:09:37,38.55,44.95,57,43,53.76199999999996,0.05
571,cabrero,CL,2020-10-28 00:09:37,-37.03,-72.4,20,93,53.86999999999996,1.5
572,metro,ID,2020-10-28 00:09:37,-5.11,105.31,76,58,88.358,3.04
573,huadian,CN,2020-10-28 00:07:22,42.96,126.75,0,52,43.15999999999998,5.59
574,marsa matruh,EG,2020-10-28 00:09:38,31.35,27.25,0,87,61.069999999999965,2.89
575,key biscayne,US,2020-10-28 00:07:17,25.69,-80.16,40,78,82.66999999999996,5.7
576,gazojak,TM,2020-10-28 00:09:38,41.19,61.4,0,70,39.36199999999995,3.77
577,eresos,GR,2020-10-28 00:09:38,39.17,25.93,20,87,59.26999999999996,2.1
578,gornyak,RU,2020-10-28 00:09:38,50.99,81.47,99,71,37.45399999999995,6.1
579,nago,JP,2020-10-28 00:09:38,26.59,127.98,20,58,82.66999999999996,6.2
580,leesburg,US,2020-10-28 00:05:15,39.12,-77.56,90,93,60.27799999999996,0.82
581,bargal,,,,,,,,
582,astoria,US,2020-10-28 00:05:28,46.19,-123.83,90,93,51.27799999999996,1.5
583,galveston,US,2020-10-28 00:09:39,29.37,-94.97,90,88,71.27599999999998,8.2
584,banfora,BF,2020-10-28 00:09:39,10.63,-4.77,69,50,74.44399999999997,0.32
585,ulladulla,AU,2020-10-28 00:09:39,-35.35,150.47,40,63,66.46999999999997,3.6
586,mamontovo,RU,2020-10-28 00:09:39,52.71,81.62,51,83,34.73599999999997,8.39
587,matara,LK,2020-10-28 00:05:23,5.95,80.54,83,66,85.53200000000001,2.62
588,ponta delgada,PT,2020-10-28 00:09:39,37.73,-25.67,75,63,62.86999999999996,2.32
589,yarovoye,RU,2020-10-28 00:09:39,52.93,78.58,63,89,33.54800000000002,7.01
590,kargasok,RU,2020-10-28 00:09:40,59.06,80.86,100,97,23.648000000000025,7.96
591,gonaives,HT,2020-10-28 00:09:40,19.45,-72.68,45,83,77.86400000000003,2.82
592,shimanovsk,RU,2020-10-28 00:09:40,52,127.7,100,96,31.298000000000023,3.12
593,borodino,RU,2020-10-28 00:09:40,55.91,94.9,100,70,40.44199999999999,2.01
594,alotau,,,,,,,,
595,okato,NZ,2020-10-28 00:09:40,-39.2,173.88,85,72,65.26400000000004,2.68
596,alyangula,AU,2020-10-28 00:09:40,-13.85,136.42,75,58,86.26999999999995,3.6
597,khani,GE,2020-10-28 00:09:40,41.96,42.96,0,48,66.46999999999997,12.3
598,pyshma,RU,2020-10-28 00:09:41,56.95,63.25,100,95,26.761999999999954,3.43
599,tasbuget,,,,,,,,
600,biu,NG,2020-10-28 00:09:41,10.61,12.19,2,27,69.81799999999998,1.98
601,usakos,NA,2020-10-28 00:09:41,-22,15.6,89,20,74.56999999999996,2.39
602,araouane,ML,2020-10-28 00:09:41,18.9,-3.53,0,15,83.69600000000005,3.38
603,kandrian,PG,2020-10-28 00:09:41,-6.22,149.55,99,71,85.38800000000005,2.76
